"id","text","label","category","cue","reason","evidence_needed","family_id","policy_id","policy_url","source_type","source_id","review_status","reviewer","review_note","created_at","split","ai_review_date","review_basis","label_before_review","needs_context"
"LS0025","Miếng dán thơm này bao khỏi hen cho tất cả mọi người, không có ngoại lệ.","CANH_BAO","CHUA_BENH","bao khỏi","Cam kết miếng dán thơm chữa khỏi hen cho mọi người không ngoại lệ.","Câu trước/sau xác định khỏi vấn đề gì, sản phẩm cụ thể và căn cứ cho lời bảo đảm.","F009","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F009","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CANH_BAO","no"
"LS0026","Em bao khỏi cho chị sau một đợt dùng mã này.","CAN_XAC_MINH","CHUA_BENH","bao khỏi","Bao khỏi là lời bảo đảm kết quả nhưng chưa rõ khỏi vấn đề gì; cần câu trước/sau, không tự suy ra bệnh cụ thể.","Câu trước/sau xác định khỏi vấn đề gì, sản phẩm cụ thể và căn cứ cho lời bảo đảm.","F009","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F009","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CAN_XAC_MINH","yes"
"LS0027","Bên em không có chính sách bao khỏi bệnh; đây là sản phẩm dùng theo mô tả trên nhãn.","KHONG_CANH_BAO","CHUA_BENH","bao khỏi","Phủ nhận chính sách bao khỏi bệnh và giới hạn mô tả vào nhãn, không hứa chữa khỏi.","Không cần thêm để phân loại riêng đoạn này: Phủ nhận chính sách bao khỏi bệnh và giới hạn mô tả vào nhãn, không hứa chữa khỏi. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F009","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F009","DA_DUYET","","Giữ xác nhận DA_DUYET của người dùng; AI rà soát đồng ý với nhãn.","2026-09-07","unassigned","2026-09-08","text_only_v02","KHONG_CANH_BAO","no"
"LS0028","Khách em dùng nước ép này khỏi ung thư rồi, chị mua là cũng khỏi như vậy.","CANH_BAO","CHUA_BENH","khách dùng khỏi bệnh","Dùng lời kể khách khỏi ung thư nhờ nước ép để hứa người mua khác cũng khỏi.","Nội dung phản hồi đầy đủ, sản phẩm, tình trạng được nhắc và căn cứ độc lập về công dụng; lời kể không tự chứng minh hiệu quả.","F010","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F010","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CANH_BAO","no"
"LS0029","Khách nhắn đã khỏi rồi, để em tìm lại đoạn họ nói về sản phẩm nào.","CAN_XAC_MINH","CHUA_BENH","khách dùng khỏi bệnh","Nhắc phản hồi đã khỏi nhưng chưa rõ sản phẩm hay vấn đề; chưa đủ để xác định là lời chứng thực chữa bệnh.","Nội dung phản hồi đầy đủ, sản phẩm, tình trạng được nhắc và căn cứ độc lập về công dụng; lời kể không tự chứng minh hiệu quả.","F010","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F010","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CAN_XAC_MINH","yes"
"LS0030","Có bạn bình luận khách dùng khỏi bệnh, nhưng bình luận đó chưa phải bằng chứng về sản phẩm.","KHONG_CANH_BAO","CHUA_BENH","khách dùng khỏi bệnh","Nói rõ bình luận khỏi bệnh không phải bằng chứng công dụng, không khẳng định hiệu quả đó.","Không cần thêm để phân loại riêng đoạn này: Nói rõ bình luận khỏi bệnh không phải bằng chứng công dụng, không khẳng định hiệu quả đó. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F010","P04","https://seller-vn.tiktok.com/university/essay?knowledge_id=7426787169011473","synthetic_ai","SYNTH_V01_F010","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","KHONG_CANH_BAO","no"
"LS0031","Kem dưỡng này bôi một lần là da trắng vĩnh viễn, ai dùng cũng được như nhau.","CANH_BAO","HIEU_QUA","trắng bật tông","Hứa kem dưỡng làm trắng vĩnh viễn chỉ một lần và áp dụng như nhau cho mọi người.","Tên sản phẩm, phân loại trang điểm hay dưỡng da, thời gian duy trì tác dụng và tài liệu công dụng.","F011","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F011","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CANH_BAO","no"
"LS0032","Bôi mã này một lượt là trắng bật tông luôn.","CAN_XAC_MINH","HIEU_QUA","trắng bật tông","Trắng bật tông sau một lượt chưa rõ là lớp trang điểm hay thay đổi sinh học; cần xác định sản phẩm.","Tên sản phẩm, phân loại trang điểm hay dưỡng da, thời gian duy trì tác dụng và tài liệu công dụng.","F011","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F011","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CAN_XAC_MINH","yes"
"LS0033","Đây là kem nền, màu da nhìn sáng hơn tạm thời và lớp màu sẽ trôi khi tẩy trang.","KHONG_CANH_BAO","HIEU_QUA","trắng bật tông","Mô tả lớp màu kem nền tạm thời và sẽ trôi khi tẩy trang, không hứa thay đổi da vĩnh viễn.","Không cần thêm để phân loại riêng đoạn này: Mô tả lớp màu kem nền tạm thời và sẽ trôi khi tẩy trang, không hứa thay đổi da vĩnh viễn. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F011","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F011","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","KHONG_CANH_BAO","no"
"LS0034","Đai này đeo mười phút là bay sạch mỡ bụng vĩnh viễn, khỏi cần vận động.","CANH_BAO","HIEU_QUA","bay mỡ","Hứa đai làm mất sạch mỡ vĩnh viễn sau mười phút, không cần vận động.","Loại đai/quần áo; câu trước/sau phân biệt tạo dáng khi mặc với giảm mỡ sinh học.","F012","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F012","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CANH_BAO","no"
"LS0035","Mã này giúp eo nhìn nhỏ ngay khi mặc, chị thử xem.","KHONG_CANH_BAO","HIEU_QUA","bay mỡ","Chỉ mô tả eo nhìn nhỏ khi mặc; không hứa giảm mỡ hoặc thay đổi cơ thể lâu dài.","Không cần thêm để phân loại riêng đoạn này: Chỉ mô tả eo nhìn nhỏ khi mặc; không hứa giảm mỡ hoặc thay đổi cơ thể lâu dài. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F012","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F012","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập. Đổi nhãn: CAN_XAC_MINH → KHONG_CANH_BAO.","2026-09-07","unassigned","2026-09-08","text_only_v02","CAN_XAC_MINH","no"
"LS0036","Áo định hình chỉ làm dáng nhìn gọn khi mặc, em không nói là nó đốt mỡ.","KHONG_CANH_BAO","HIEU_QUA","bay mỡ","Nêu rõ tác dụng tạo dáng khi mặc và phủ nhận đốt mỡ.","Không cần thêm để phân loại riêng đoạn này: Nêu rõ tác dụng tạo dáng khi mặc và phủ nhận đốt mỡ. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F012","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F012","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","KHONG_CANH_BAO","no"
"LS0037","Kẹo này ăn ba hôm giảm mười ký cho mọi cơ địa, không cần thay đổi sinh hoạt.","CANH_BAO","HIEU_QUA","giảm cân thần tốc","Hứa ăn kẹo giảm mười ký trong ba ngày cho mọi cơ địa, không cần đổi sinh hoạt.","Loại sản phẩm, thời gian và mức giảm cân được hứa, điều kiện sử dụng và bằng chứng phù hợp.","F013","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F013","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập.","2026-09-07","unassigned","2026-09-08","text_only_v02","CANH_BAO","no"
"LS0038","Khách hỏi mã giảm cân thần tốc thì em đang nói tới gói nào nhỉ?","KHONG_CANH_BAO","HIEU_QUA","giảm cân thần tốc","Đang nhắc câu hỏi của khách để xác định gói hàng; chưa tán thành hay cam kết giảm cân thần tốc.","Không cần thêm để phân loại riêng đoạn này: Đang nhắc câu hỏi của khách để xác định gói hàng; chưa tán thành hay cam kết giảm cân thần tốc. Không xác nhận chất lượng hay tính đúng của toàn bộ sản phẩm.","F013","P03","https://seller-vn.tiktok.com/university/essay?knowledge_id=7416598017820417","synthetic_ai","SYNTH_V01_F013","DA_DUYET_AI","ChatGPT (AI)","AI rà soát theo hướng dẫn v0.2; chưa được con người duyệt độc lập. Đổi nhãn: CAN_XAC_MINH → KHONG_CANH_BAO.","2026-09-07","unassigned","2026-09-08","text_only_v02","CAN_XAC_MINH","no"
